layer,layer_name,gamma,spearman_rho,pval
0,relu1_1,5.685317913873753e-07,-0.2152740097666848,0.03517138008726263
0,relu1_1,5.791122647641759e-07,-0.2157366775461826,0.03477090532647784
0,relu1_1,5.898896425508493e-07,-0.21489419424850792,0.03550302846463374
0,relu1_1,6.008675891719693e-07,-0.21580377036128692,0.03471315064228568
0,relu1_1,6.12049837247669e-07,-0.21623858002789842,0.0343408095958679
0,relu1_1,6.234401888627864e-07,-0.21621071693937724,0.034364568517976604
0,relu1_1,6.350425168595962e-07,-0.21583016820401524,0.034690449020302064
0,relu1_1,6.468607661546321e-07,-0.2162378467112499,0.0343414347197293
0,relu1_1,6.588989550799957e-07,-0.21549104720564302,0.034983037632280875
0,relu1_1,6.711611767496273e-07,-0.21552642110113945,0.03495242103583048
0,relu1_1,6.836516004510239e-07,-0.21649557954404045,0.034122315929144366
0,relu1_1,6.963744730628223e-07,-0.215979381443299,0.03456236303142408
0,relu1_1,7.09334120498799e-07,-0.21643527154100328,0.034173482810535664
0,relu1_1,7.225349491787222e-07,-0.21655662153075397,0.03407059194076222
0,relu1_1,7.359814475265756e-07,-0.21602007596310369,0.03452749955457156
0,relu1_1,7.496781874966877e-07,-0.2159658166033641,0.03457399076336263
